page_start,page_end,date,start_time,end_time,room,track,title
116,116,2026-07-15,15:40:00,15:45:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Topographical Archetypes of Somatic Mutagenesis in Cancer
116,117,2026-07-15,16:40:00,17:40:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Toward an In Silico Tissue Laboratory: From Virtual Staining to Executable Tissue Modeling
117,117,2026-07-15,17:40:00,17:50:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Spatial-ZEDNet: A Unified Spatial Transcriptomics Framework for Detecting Differential Gene Activation and Expression
117,117,2026-07-15,17:50:00,18:00:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Spatiotemporal Modeling with ATLIS: Anchored Tissue Landscapes in an Interpretable Space
117,117,2026-07-16,08:40:00,09:40:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,From Learning to Leveraging Graphs in Biomedicine
117,118,2026-07-16,09:40:00,09:45:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Interaction-aware multitask deep learning reveals cross-species receptor compatibility landscapes across sarbecoviruses
118,118,2026-07-16,09:45:00,09:50:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Multimodal spatial alignment and morphology mapping with MOSAICField
118,118,2026-07-16,09:50:00,09:55:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Domain-Aware Enzyme Classification via Multiple Instance Learning
118,118,2026-07-16,11:00:00,11:20:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,CROP: A feature-independent context-aware method for CRISPR-Cas9 frameshift prediction
118,119,2026-07-16,11:20:00,11:40:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,PertAdapt: Unlocking Single-Cell Foundation Models for Genetic Perturbation Prediction via Condition-Sensitive Adaptation
119,119,2026-07-16,11:40:00,11:50:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,A Palma Ratio–Driven Graph-Fusion Approach for Detecting Ultra-Rare Cell Types in scRNA-seq Data
119,119,2026-07-16,11:50:00,12:00:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Bridging the negative data gap in bioactivity prediction using InertDB
119,120,2026-07-16,12:00:00,12:10:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,ChromCodes: interpretable discrete representations enable controllable design of cell-type-specific regulatory DNA sequences
120,120,2026-07-16,12:10:00,12:30:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,CPS: Mapping Physical Coordinates to High-Fidelity Spatial Transcriptomics via Privileged Multi-Scale Context Distillation
120,120,2026-07-16,12:30:00,12:50:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Riemannian Metric Learning for Alignment of Spatial Multiomics
120,120,2026-07-16,14:20:00,15:20:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Opportunities and challenges in sequence-based deep learning
120,121,2026-07-16,15:20:00,15:40:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Diffusion-based Representation Integration for Foundation Models Improves Spatial Transcriptomics Analysis
121,121,2026-07-16,15:40:00,16:00:00,International Ballroom Center,MLCSB: Machine Learning in Computational and Systems Biology,Striping artifact removal in VisiumHD data through nuclear counts modeling] {Striping artifact removal in VisiumHD data through nuclear counts modeling
121,121,2026-07-14,14:20:00,14:30:00,Georgetown,NetBio: Network Biology,NetBio Opening
121,121,2026-07-14,14:30:00,15:20:00,Georgetown,NetBio: Network Biology,Taming the complexity of large-scale metabolic networks
121,122,2026-07-14,15:20:00,15:40:00,Georgetown,NetBio: Network Biology,A Novel Network Approach to Identify Sample-Specific Context-Informed Metabolic Signatures During Developmental Processes
122,122,2026-07-14,15:40:00,16:00:00,Georgetown,NetBio: Network Biology,Bayesian Likelihood-based Inference of Metabolic Modules for Prokaryotes (BLIMMP)
122,122,2026-07-14,16:40:00,17:00:00,Georgetown,NetBio: Network Biology,Rawk: Metabolic pathway local enrichment analysis via random walks on metabolic reaction network
122,122,2026-07-14,17:00:00,17:20:00,Georgetown,NetBio: Network Biology,DyGraphTrans: A temporal graph representation learning framework for modeling disease progression from Electronic Health Records.
122,123,2026-07-14,17:20:00,17:30:00,Georgetown,NetBio: Network Biology,Genetic Interaction-based Machine Learning Models for Disease Risk Prediction
123,123,2026-07-14,17:30:00,17:40:00,Georgetown,NetBio: Network Biology,PICDGI: Dynamic Gene Interaction Network Modeling Reveals Cancer Driver Genes from Single-Cell Data
123,123,2026-07-14,17:40:00,17:50:00,Georgetown,NetBio: Network Biology,Sample-Specific Differential miRNA Network Rewiring Associated with Asthma Exacerbation Using LIONESS
123,124,2026-07-14,17:50:00,18:00:00,Georgetown,NetBio: Network Biology,BIRDccNEST: Interpretable single cell characterization with inferred cell networks
124,124,2026-07-15,11:00:00,11:40:00,Room 9-10 Combo,NetBio: Network Biology,From Spatial Transcriptomics to Network Biology in Health and Disease
124,124,2026-07-15,11:40:00,12:00:00,Room 9-10 Combo,NetBio: Network Biology,Spatially Varying Gene Regulatory Network Inference from Spatial Transcriptomics
124,124,2026-07-15,12:00:00,12:20:00,Room 9-10 Combo,NetBio: Network Biology,Inferring and Evaluating Network Medicine-Based Disease Modules with Nextflow
124,125,2026-07-15,12:20:00,12:40:00,Room 9-10 Combo,NetBio: Network Biology,EPIC: Event Prototyping via Information Constrained graph learning for personalized cancer driver gene prediction
125,125,2026-07-15,12:40:00,12:50:00,Room 9-10 Combo,NetBio: Network Biology,Single-Cell Multiome Analysis Links Genetic Risk to a Cell-Type–Specific Regulatory Program in L6 IT Car3 Neurons Following Opioid Exposure
125,125,2026-07-15,12:50:00,13:00:00,Room 9-10 Combo,NetBio: Network Biology,Deep integrative multiplex network-based analysis of rare neuromuscular disorders reveals overlapping multiscale endotypes involved in cardiac and skeletal muscle myopathies
125,126,2026-07-15,14:20:00,14:40:00,Room 9-10 Combo,NetBio: Network Biology,GATSBI: Improving context-aware protein embeddings through biologically motivated data splits
126,126,2026-07-15,14:40:00,15:00:00,Room 9-10 Combo,NetBio: Network Biology,The NIH Common Fund Data Ecosystem Data Distillery Knowledge Graph: A Scalable Framework for Multimodal Integration and Network-Based Biomedical Discovery
126,127,2026-07-15,15:00:00,15:20:00,Room 9-10 Combo,NetBio: Network Biology,Predicting Phosphatase-Substrate Association using a Heterogeneous Knowledge Graph
127,127,2026-07-15,15:20:00,15:40:00,Room 9-10 Combo,NetBio: Network Biology,From General-Purpose to Disease-Specific Features: Aligning LLM Embeddings on a Disease-Specific Biomedical Knowledge Graph for Drug Repurposing
127,127,2026-07-15,15:40:00,15:50:00,Room 9-10 Combo,NetBio: Network Biology,drGT: Attention-Guided Gene Assessment of Drug Response Utilizing a Drug-Cell-Gene Heterogeneous Network
127,127,2026-07-15,15:50:00,16:00:00,Room 9-10 Combo,NetBio: Network Biology,Challenges and Opportunities in Single-Sample Network Modeling
128,128,2026-07-15,16:40:00,17:00:00,Room 9-10 Combo,NetBio: Network Biology,VDJ-REMIX: Repertoire Module Identification and eXploration
128,128,2026-07-15,17:00:00,17:10:00,Room 9-10 Combo,NetBio: Network Biology,Traditional machine learning vs. deep learning from dynamic graph representations of proteins’ 3D folds in the task of protein structure classification
128,128,2026-07-15,17:10:00,17:20:00,Room 9-10 Combo,NetBio: Network Biology,stem.MAP: A mouse embryonic stem cell specific protein complex map
128,129,2026-07-15,17:20:00,18:00:00,Room 9-10 Combo,NetBio: Network Biology,The AI Revolution in Protein Science: From Prediction to Discovery and Cure
129,129,2026-07-13,11:00:00,11:10:00,Cabinet,NIH/ODSS,Leaderhip Remarks
129,129,2026-07-13,11:10:00,11:30:00,Cabinet,NIH/ODSS,ADAPTS -Autoimmune Disease Analysis Platform Testing Space using a Trusted Federated Platform for Research Data Interoperability
129,129,2026-07-13,11:30:00,11:50:00,Cabinet,NIH/ODSS,The NIAID Discovery Portal: A federated ecosystem for finding infectious and immune-mediated disease resources
129,130,2026-07-13,11:50:00,12:10:00,Cabinet,NIH/ODSS,"AnVIL: A Federated Cloud Ecosystem for Scalable, Secure, and Reproducible Genomic Data Science and Clinical-Genomic Harmonization"
130,130,2026-07-13,12:10:00,12:30:00,Cabinet,NIH/ODSS,"Seven Bridges Core Infrastructure (SB-CI): A public–private model for secure, interoperable, and reusable data science with NIH stewardship"
130,130,2026-07-13,12:30:00,12:50:00,Cabinet,NIH/ODSS,FAIR Knowledge Graphs On-Demand
131,131,2026-07-13,12:50:00,13:00:00,Cabinet,NIH/ODSS,Open Q&A
131,131,2026-07-13,14:20:00,14:25:00,Cabinet,NIH/ODSS,Extended Break
131,131,2026-07-13,14:25:00,14:35:00,Cabinet,NIH/ODSS,Leadership Remarks
131,131,2026-07-13,14:35:00,14:45:00,Cabinet,NIH/ODSS,Clinical Dataset Structure: A Universal Framework for Structuring Clinical Research Datasets
131,131,2026-07-13,14:45:00,14:55:00,Cabinet,NIH/ODSS,Assessing Infrastructure Readiness for Standardized Categorical Variant Representation in CIViC
131,131,2026-07-13,14:55:00,15:05:00,Cabinet,NIH/ODSS,CEDAR: A platform to drive standardization of metadata for FAIR data sharing and reuse
131,132,2026-07-13,15:05:00,15:15:00,Cabinet,NIH/ODSS,Enabling Recognition and Reward of Artificial Intelligence Research Objects
132,132,2026-07-13,15:15:00,15:25:00,Cabinet,NIH/ODSS,A Blueprint for FAIR Data Sharing Across a Distributed Biomedical Data Ecosystem
132,132,2026-07-13,15:25:00,16:00:00,Cabinet,NIH/ODSS,Discussion
132,132,2026-07-13,16:40:00,16:45:00,Cabinet,NIH/ODSS,Extended Break
132,132,2026-07-13,16:45:00,17:05:00,Cabinet,NIH/ODSS,Leadership Remarks
132,132,2026-07-13,17:05:00,17:15:00,Cabinet,NIH/ODSS,Building Sustainable Infrastructure for Multimodal Biomedical AI Annotation and Validation
132,132,2026-07-13,17:15:00,17:25:00,Cabinet,NIH/ODSS,Accelerating Research Across the Biosciences Using Experimentally-Determined 3D Biostructures and Computed Structure Models of Proteins Generated using Artificial Intelligence/ Machine Learning
132,133,2026-07-13,17:25:00,17:35:00,Cabinet,NIH/ODSS,EMAI: A Universal Computational Framework to Develop Ethics-Aware Multimodal Disease Foundation Models
133,133,2026-07-13,17:35:00,17:45:00,Cabinet,NIH/ODSS,Governing Controlled-Access Data Reuse in the LLM Era: Policy-Aligned Frameworks and Technologies for Secure Model Sharing
133,134,2026-07-13,17:45:00,17:55:00,Cabinet,NIH/ODSS,spatiAlytica: A Viewer-Coupled Multi-Sub-Agent System with Agentic Memory for Conversational Spatial-Biology Analysis by Non-Coding Biomedical Researchers
134,134,2026-07-13,17:55:00,18:00:00,Cabinet,NIH/ODSS,Closing Remarks
134,134,2026-07-16,11:00:00,13:00:00,Lincoln West,Nvidia Workshop,Building AI Scientist Workflows with BioNeMo: From Accelerating Genomics Analysis to Protein Design using Agents
134,134,2026-07-16,11:00:00,11:10:00,Jefferson East,Pathogen Data Network Forum,Opening Remarks
134,134,2026-07-16,11:10:00,11:20:00,Jefferson East,Pathogen Data Network Forum,"Pathogen Data Network, Platforms for Data, Discovery, and Learning"
134,134,2026-07-16,11:20:00,11:30:00,Jefferson East,Pathogen Data Network Forum,Overview of Data and Analysis Resources with Enhanced Usability in the BV-BRC
134,134,2026-07-16,11:30:00,11:40:00,Jefferson East,Pathogen Data Network Forum,Data to Discovery: AI-Powered Analysis in BRC Analytics
134,134,2026-07-16,11:40:00,11:50:00,Jefferson East,Pathogen Data Network Forum,AI Best Practices for Pathogen Data -Applying the NIST AI Risk Framework to Bioinformatics Workflows
134,134,2026-07-16,11:50:00,12:20:00,Jefferson East,Pathogen Data Network Forum,Challenges and Opportunities for Infectious Disease Data
134,134,2026-07-16,12:20:00,12:30:00,Jefferson East,Pathogen Data Network Forum,Closing remarks
134,135,2026-07-14,11:00:00,11:02:00,Room 9-10 Combo,Publishing Session,Welcome and Introductions
135,135,2026-07-14,11:02:00,11:10:00,Room 9-10 Combo,Publishing Session,AI in scientific publishing and peer review
135,135,2026-07-14,11:10:00,11:20:00,Room 9-10 Combo,Publishing Session,"Clinical ML: Utility, development, validation, and real-world evaluation"
135,135,2026-07-14,11:20:00,11:30:00,Room 9-10 Combo,Publishing Session,Rigorous Benchmarking for Bioinformatics Methods: From Universal Rankings to Context-Specific Evaluation
135,135,2026-07-14,11:30:00,11:40:00,Room 9-10 Combo,Publishing Session,ML development and benchmarking in academia and industry
135,135,2026-07-14,11:40:00,12:00:00,Room 9-10 Combo,Publishing Session,Data analysis for organoid intelligence
135,135,2026-07-14,12:00:00,13:00:00,Room 9-10 Combo,Publishing Session,Panel Discussion
135,135,2026-07-14,14:20:00,14:25:00,Monroe,Quantum for Life Sciences,Welcome & Introduction
135,135,2026-07-14,14:25:00,14:35:00,Monroe,Quantum for Life Sciences,NIH Quantum Biomedical Innovation and Technologies
135,136,2026-07-14,14:35:00,15:00:00,Monroe,Quantum for Life Sciences,Applications of Quantum Computing in Biomedical Data Science
136,136,2026-07-14,15:00:00,15:20:00,Monroe,Quantum for Life Sciences,Quantum Hamiltonian-Based Generative Modeling of Gene Regulatory Networks: Inference algorithms and sample complexity analysis.
136,136,2026-07-14,15:20:00,15:40:00,Monroe,Quantum for Life Sciences,Quantum Computing Approaches for Biological Network Inference and Analysis
136,136,2026-07-14,15:40:00,16:00:00,Monroe,Quantum for Life Sciences,RotorMap and Quantum Fingerprints of DNA Sequences via Rotary Position Embeddings
136,137,2026-07-13,11:00:00,11:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,When Regulators Become Mutagens: Transcription Factor-Induced Mutagenesis
137,137,2026-07-13,11:40:00,12:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,REGA: an interpretable hierarchical network representation learning framework for reference regulatory element– guided gene expression analysis
137,137,2026-07-13,12:00:00,12:20:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,STORMI: Inference of mechanistic gene regulation dynamics from multimodal and interventional data
137,137,2026-07-13,12:20:00,12:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,MiRformer: a dual-transformer-encoder framework for predicting microRNA-mRNA interactions from paired sequences
137,138,2026-07-13,12:40:00,13:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,NEXIS: Disentangling Cell-Autonomous and Intercellular Gene Regulation from Spatial Transcriptomics
138,138,2026-07-13,12:40:00,13:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,SpiderNet reveals a meta-interaction basis for cell-cell communication in tissues
138,138,2026-07-13,12:40:00,13:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Chromatin-informed inference of cell-type-specific regulatory programs in Alzheimer’s disease using single-cell multi-omics
138,138,2026-07-13,14:20:00,14:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,TFScope: Learning the DNA-binding specificity of transcription factors from protein sequence
138,139,2026-07-13,14:40:00,15:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,NPBIP: Predicting binding preferences of uncharacterized nucleic-acid-binding proteins
139,139,2026-07-13,15:00:00,15:20:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Multi-modal functional mapping of non-coding sequences regulating fetal hemoglobin
139,139,2026-07-13,15:20:00,15:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,ExoShorkie: Predicting RNA-seq coverage of exogenous genomes in yeast by transfer learning
139,140,2026-07-13,15:40:00,16:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Developing a methylation and SNP-aware DNA large language model
140,140,2026-07-13,15:40:00,16:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Chorus: An Agentic Framework for Comparative Regulatory Genomics with Sequence-to-Function Oracles
140,140,2026-07-13,15:40:00,16:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,FIREFate: Functional and Interpretable Regulatory Encoding of Fate determination
140,140,2026-07-13,16:40:00,17:20:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Sequence basis of heterogenous and dynamic single-molecule chromatin states
140,141,2026-07-13,17:20:00,17:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,An Expanded Registry of cis-Regulatory Elements Enables Systematic Analysis of Transcriptional Regulation
141,141,2026-07-13,17:40:00,18:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Unlocking the Microglial Storm: The Genetic “Off-Switch” Failure in Alzheimer’s Disease.
141,141,2026-07-14,11:00:00,11:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Interpreting deep learning models via concept attribution
141,142,2026-07-14,11:40:00,12:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Cherimoya: Lightweight Sequence-to-Function Models For Large-Scale Regulatory Element Design
142,142,2026-07-14,12:00:00,12:20:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,When Less Is Enough: Low-rank Structure in DNA Sequence-to-Function Models
142,142,2026-07-14,12:20:00,12:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Sequence-to-function modeling uncovers the context-specific grammar of Drosophila chromatin insulation
142,142,2026-07-14,12:40:00,13:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,DNA-aware evaluation and debiasing of sequence-to-function models
142,143,2026-07-14,14:20:00,14:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,stORCA: Correspondence-aware differential spatial expression analysis across biological conditions
143,143,2026-07-14,14:40:00,15:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,Integrative Inference of Spatially Resolved Cell Lineage Trees using LineageMap
143,143,2026-07-14,15:00:00,15:20:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,CellPace: a generative framework for modeling continuous single-cell dynamics
143,144,2026-07-14,15:20:00,15:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,An interpretable model of the cell-type-specific Protein-RNA regulatory relationship
144,144,2026-07-14,15:40:00,16:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,R4ST: A Reference-guided Graph-generative Model for Robust Reconstruction of Spatial Transcriptomic Profiles
144,144,2026-07-14,16:40:00,17:20:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,TBD
144,144,2026-07-14,17:20:00,17:40:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,MARCA: Detecting Micro-compartment Anchors in 3D Genome utilizing Spatial Relationships
144,145,2026-07-14,17:40:00,18:00:00,International Ballroom East,RegSys: Regulatory and Systems Genomics,HiC-LEGO: A Modular Graph-Based Architecture for High-Resolution 3D Genome Reconstruction from Hi-C Data
145,145,2026-07-12,09:00:00,09:15:00,Room 9-10 Combo,SCS: Student Council Symposium,Opening Remarks
145,145,2026-07-12,09:15:00,10:15:00,Room 9-10 Combo,SCS: Student Council Symposium,TBD
145,145,2026-07-12,10:15:00,10:30:00,Room 9-10 Combo,SCS: Student Council Symposium,Similarity-based counts weighting improves differential T cell clonotype abundance analysis
145,145,2026-07-12,10:30:00,10:45:00,Room 9-10 Combo,SCS: Student Council Symposium,Extended Break
145,145,2026-07-12,11:00:00,11:15:00,Room 9-10 Combo,SCS: Student Council Symposium,3R-Fold: Enhancing RNA Secondary Structure Prediction via Retrieval-Augmented Self-Representation
145,146,2026-07-12,11:15:00,11:30:00,Room 9-10 Combo,SCS: Student Council Symposium,Benchmarking LLMs on SMILES-Based Metabolite Property Prediction and Identifying Structural Determinants of Prediction Success
146,146,2026-07-12,11:30:00,11:45:00,Room 9-10 Combo,SCS: Student Council Symposium,EMBL-EBI Competency Hub as a Tool to Navigate Career Pathways
146,146,2026-07-12,11:45:00,11:50:00,Room 9-10 Combo,SCS: Student Council Symposium,Sex-dependent cell-type specific transcriptional responses to sleep deprivation caused by mutations in the autism gene Shank3 in early development
146,146,2026-07-12,11:50:00,11:55:00,Room 9-10 Combo,SCS: Student Council Symposium,The Shank3∆C mutation differentially impacts the molecular response to sleep deprivation across development
147,147,2026-07-12,11:55:00,12:00:00,Room 9-10 Combo,SCS: Student Council Symposium,Therapeutic Target Discovery for Rare Diseases via Machine Learning Integrating GWAS and TWAS
147,147,2026-07-12,12:00:00,12:05:00,Room 9-10 Combo,SCS: Student Council Symposium,Bioinformatics Analysis of Circulating Tumour DNA Sequencing Data: A Promising Approach to Monitor Prostate Cancer Progression
147,147,2026-07-12,12:05:00,12:20:00,Room 9-10 Combo,SCS: Student Council Symposium,DrugAgent: Explainable Multi-Agent Large Language Model-based Reasoning for Aggregating Heterogeneous Biomedical Evidence
147,148,2026-07-12,12:20:00,12:30:00,Room 9-10 Combo,SCS: Student Council Symposium,Group Photo
148,148,2026-07-12,12:30:00,13:00:00,Room 9-10 Combo,SCS: Student Council Symposium,Poster Session
148,148,2026-07-12,14:00:00,14:15:00,Room 9-10 Combo,SCS: Student Council Symposium,drGT: Interpretable Drug Response Prediction with Attention-Guided Gene Attribution on a Drug-Cell-Gene Heterogeneous Graph
148,148,2026-07-12,14:15:00,14:20:00,Room 9-10 Combo,SCS: Student Council Symposium,Hypothesis-Driven Analysis of Gut Microbiome in Subclinical ASCVD
148,149,2026-07-12,14:20:00,14:25:00,Room 9-10 Combo,SCS: Student Council Symposium,Using Large Language Models to Automate Cancer Gene Prioritization for 898 Cancer Subtypes from the OncoTree Ontology for Exploration in cBioPortal
149,149,2026-07-12,14:25:00,14:30:00,Room 9-10 Combo,SCS: Student Council Symposium,Role of Genomics and Proteomics in disease diagnosis
149,149,2026-07-12,14:30:00,15:00:00,Room 9-10 Combo,SCS: Student Council Symposium,ISCB-SC Talk
149,149,2026-07-12,15:00:00,16:00:00,Room 9-10 Combo,SCS: Student Council Symposium,Panel Discussion
149,149,2026-07-12,16:15:00,17:15:00,Room 9-10 Combo,SCS: Student Council Symposium,TBD
149,149,2026-07-12,17:15:00,17:30:00,Room 9-10 Combo,SCS: Student Council Symposium,Closing Remarks
149,149,2026-07-14,11:00:00,11:20:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,Welcome and introduction to SysMod COSI
149,149,2026-07-14,11:20:00,12:10:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,From Single-Cell Decisions to Tissue-Scale Disease: A Multiscale Modeling Framework
149,150,2026-07-14,12:10:00,12:30:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,VAPOR: A variational autoencoder with transport operators to disentangle latent dynamics in single-cell and spatial transcriptomics data
150,150,2026-07-14,12:30:00,12:40:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,Mechanistic ODE Modeling of MAPK/ AKT Signaling Reveals Scheduling-Dependent Control of Persister Dynamics in BRAF-Mutant Melanoma
150,150,2026-07-14,12:40:00,13:00:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,"Computational pipeline elucidates how single-cell, lymphocyte motility behaviors drive B-T interactions that mediate the antibody response."
150,150,2026-07-14,14:20:00,15:10:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,Predicting microbial metabolic function for therapeutic development
150,151,2026-07-14,15:10:00,15:30:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,Metabolic signatures of immune checkpoint inhibitor response in gynecologic cancers: Insights from flux balance analysis
151,151,2026-07-14,15:30:00,15:50:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,SPECIMEN powered by refineGEMs for streamlined automated high-quality genome-scale modeling
151,151,2026-07-14,15:50:00,16:00:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,Temporal competence windows govern four discrete phases of neural progenitor fate commitment in a multi-layer ODE framework of CNS development
151,152,2026-07-14,16:40:00,17:00:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,Decoding Anti-TNF Therapy Outcomes from Pre-Treatment Single-Cell Data via Network-Based Perturbation Modeling
152,152,2026-07-14,17:00:00,17:20:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,PIMENTO: a Physics and bIology-inforMed Neural network for dynamic inference of gene regulatory networks to model plant response to biotic stresses
152,152,2026-07-14,17:20:00,17:40:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,Mechanistic Modeling of rTMS-Mediated Quiescent Cell Targeting in Glioblastoma
152,152,2026-07-14,17:40:00,17:55:00,Jefferson West,SysMod: Computational Modeling of Biological Systems,Closing Remarks and Poster Awards
152,152,2026-07-13,11:00:00,11:20:00,Monroe,Tech Track,Targeted genomic language models paired with multi-agent AI for biomedical discovery
152,153,2026-07-13,11:20:00,12:00:00,Monroe,Tech Track,Leveraging LLMs for accurate and confidence calibrated cell type and state identification
153,153,2026-07-13,12:00:00,12:20:00,Monroe,Tech Track,Decoding IBD Risk: A Transformer-Based approach to Predict Allelic Regulatory Impact of IBD associated Variants Across Multiple Cell Lines
153,153,2026-07-13,12:20:00,13:00:00,Monroe,Tech Track,"dkNET Computational Core — Cloud-native, Collaborative AI/ML and Literature Intelligence for Biomedical Research"
153,153,2026-07-13,14:20:00,14:40:00,Monroe,Tech Track,AI and Quantum Computing for Healthcare and Life Sciences
153,153,2026-07-13,14:40:00,15:20:00,Monroe,Tech Track,Integrated Pathway/ Genome/Omics Informatics in Pathway Tools and BioCyc
153,154,2026-07-13,15:20:00,15:40:00,Monroe,Tech Track,Genome-wide detection of human 5′ UTR variants that impact protein translation
154,154,2026-07-13,15:40:00,16:00:00,Monroe,Tech Track,Scaling Protein Domain Classification: Advances in CATH and TED
154,154,2026-07-13,16:40:00,17:00:00,Monroe,Tech Track,"Seqera Co-Scientist: The Intelligent, Collaborative Partner for Scalable Bioinformatics"
154,154,2026-07-13,17:00:00,17:40:00,Monroe,Tech Track,Nucleotide Transformer v3: A Scalable AI Engine for Precision Agriculture and Genomic Design
154,154,2026-07-13,17:40:00,18:00:00,Monroe,Tech Track,Burak Multiomics: A Sovereign Bio-Computational Framework for Predicting Metabolic Failure via the 8-Layer Sovereign Logic
154,154,2026-07-14,11:00:00,11:20:00,Monroe,Tech Track,Pathogene-on-FHIR: Making Pathogen Genome Data Interoperable with Patient Health Records
154,155,2026-07-14,11:20:00,11:40:00,Monroe,Tech Track,The NIAID Data Ecosystem: A centralized platform for discovering infectious and immune-mediated disease resources
155,155,2026-07-14,11:40:00,12:00:00,Monroe,Tech Track,"10x Genomics: Building Scalable, open analysis for the next-generation in situ platforms"
155,155,2026-07-14,12:00:00,12:20:00,Monroe,Tech Track,An interactive R/ Shiny Single Cell Visualization Application
155,155,2026-07-14,12:20:00,13:00:00,Monroe,Tech Track,Enabling Agentic Systems for Life Science Discovery
155,155,2026-07-13,11:00:00,11:40:00,Jefferson West,Text Mining: Text Mining for Healthcare and Biology,Reading Science at Scale: AI for Biomedical Discovery and Trustworthy Knowledge
155,155,2026-07-13,11:40:00,12:00:00,Jefferson West,Text Mining: Text Mining for Healthcare and Biology,eGoT: Enhanced Graph-of-Thoughts for Multi-Hop Knowledge Retrieval and Hypothesis Generation in Biomedicine
155,156,2026-07-13,12:00:00,12:20:00,Jefferson West,Text Mining: Text Mining for Healthcare and Biology,DrugAgent: Explainable Multi-Agent Reasoning for Aggregating Heterogeneous Biomedical Evidence
156,156,2026-07-13,12:20:00,12:30:00,Jefferson West,Text Mining: Text Mining for Healthcare and Biology,MedHopQA: Benchmarking Multi-Hop Reasoning in LLM-Based Biomedical Question Answering with a Disease-Centered Corpus
156,156,2026-07-13,12:30:00,12:40:00,Jefferson West,Text Mining: Text Mining for Healthcare and Biology,Outcome-aware feature generation from unstructured metadata using LLMs for cross-study transcriptomic analysis
156,156,2026-07-13,12:40:00,13:00:00,Jefferson West,Text Mining: Text Mining for Healthcare and Biology,KLaR: Fusing Knowledge Graphs and Language Models for Biomedical Target Discovery
157,157,2026-07-13,14:20:00,14:40:00,Jefferson West,Text Mining: Text Mining for Healthcare and Biology,FAIR-SMART: Enabling FAIR Access to Supplementary Materials for Biomedical Text and Data Mining
